ORDER_ID	CLASS
45607	0
45609	0
45611	0
45613	0
45614	0
45615	0
45617	0
45622	0
45623	0
45627	0
45632	0
45636	0
45638	0
45642	0
45645	0
45132	0
45135	0
45137	0
45139	0
45141	0
45143	0
45146	0
45150	0
45154	0
45156	0
45158	0
45160	0
45162	0
45166	0
45167	0
45168	0
45172	0
45176	0
45178	0
45182	0
45183	0
45186	0
45190	0
45192	0
45195	0
45198	0
45200	0
45209	0
45211	0
45213	0
45215	0
45218	0
45219	0
45224	0
45225	0
45228	0
45229	0
45231	0
45233	0
45235	0
45237	0
45239	0
45245	0
45251	0
45254	0
45259	0
45265	0
45266	0
45269	0
45271	0
45273	0
45274	0
45275	0
45276	0
45278	0
45279	0
45280	0
45284	0
45288	0
45290	0
45293	0
45303	0
45311	0
45312	0
45317	0
45318	0
45319	0
45320	0
45323	0
45324	0
45326	0
45327	0
45331	0
45332	0
45333	0
45334	0
45336	0
45337	0
45338	0
45340	0
45341	0
45346	0
45348	0
45349	0
45351	0
45353	0
45354	0
45359	0
45360	0
45361	0
45362	0
45365	0
45366	0
45369	0
45374	0
45375	0
45380	0
45381	0
45385	0
45386	0
45387	0
44873	0
44877	0
44883	0
44885	0
44888	0
44889	0
44891	0
44893	0
44900	0
44902	0
44909	0
44913	0
44915	0
44917	0
44925	0
44931	0
44932	0
44934	0
44938	0
44940	0
44942	0
44946	0
44947	0
44950	0
44952	0
44953	0
44955	0
44960	0
44961	0
44968	0
44972	0
44974	0
44975	0
44976	0
44978	0
44982	0
44988	0
44993	0
44995	0
45007	0
45008	0
45011	0
45012	0
45013	0
45016	0
45020	0
45022	0
45025	0
45028	0
45033	0
45034	0
45035	0
45037	0
45038	0
45039	0
45041	0
45043	0
45046	0
45047	0
45049	0
45050	0
45060	0
45065	0
45066	0
45067	0
45069	0
45070	0
45073	0
45077	0
45078	0
45080	0
45081	0
45084	0
45085	0
45090	0
45091	0
45095	0
45100	0
45102	0
45103	0
45104	0
45106	0
45108	0
45109	0
45111	0
45115	0
45118	0
45120	0
45125	0
44615	0
44619	0
44621	0
44623	0
44625	0
44627	0
44628	0
44629	0
44631	0
44638	0
44647	0
44648	0
44651	0
44654	0
44658	0
44664	0
44667	0
44668	0
44670	0
44672	0
44673	0
44678	0
44684	0
44686	0
44691	0
44703	0
44704	0
44706	0
44708	0
44709	0
44715	0
44718	0
44720	0
44722	0
44727	0
44731	0
44734	0
44736	0
44739	0
44742	0
44744	0
44748	0
44749	0
44750	0
44757	0
44758	0
44760	0
44765	0
44770	0
44771	0
44772	0
44773	0
44774	0
44776	0
44777	0
44780	0
44781	0
44783	0
44786	0
44790	0
44791	0
44792	0
44795	0
44796	0
44800	0
44801	0
44804	0
44805	0
44806	0
44815	0
44819	0
44820	0
44824	0
44830	0
44831	0
44833	0
44837	0
44846	0
44852	0
44854	0
44855	0
44856	0
44861	0
44862	0
44863	0
44867	0
44868	0
44870	0
44353	0
44355	0
44357	0
44358	0
44361	0
44363	0
44365	0
44369	0
44370	0
44372	0
44374	0
44375	0
44378	0
44380	0
44384	0
44389	0
44396	0
44399	0
44402	0
44408	0
44417	0
44427	0
44428	0
44429	0
44430	0
44431	0
44432	0
44433	0
44435	0
44436	0
44439	0
44447	0
44452	0
44454	0
44457	0
44461	0
44463	0
44464	0
44467	0
44469	0
44471	0
44475	0
44477	0
44479	0
44483	0
44485	0
44486	0
44488	0
44489	0
44490	0
44495	0
44496	0
44498	0
44499	0
44504	0
44506	0
44508	0
44510	0
44512	0
44514	0
44517	0
44518	0
44521	0
44524	0
44526	0
44531	0
44535	0
44538	0
44539	0
44543	0
44546	0
44549	0
44551	0
44552	0
44553	0
44555	0
44557	0
44558	0
44561	0
44563	0
44565	0
44566	0
44568	0
44572	0
44576	0
44577	0
44580	0
44584	0
44586	0
44587	0
44588	0
44591	0
44593	0
44595	0
44602	0
44603	0
44606	0
44607	0
44609	0
44098	0
44100	0
44103	0
44104	0
44107	0
44110	0
44113	0
44118	0
44121	0
44122	0
44124	0
44129	0
44135	0
44137	0
44138	0
44141	0
44143	0
44144	0
44146	0
44147	0
44148	0
44155	0
44156	0
44158	0
44159	0
44170	0
44171	0
44172	0
44173	0
44177	0
44178	0
44179	0
44181	0
44187	0
44189	0
44192	0
44193	0
44195	0
44196	0
44201	0
44203	0
44204	0
44206	0
44207	0
44209	0
44218	0
44219	0
44221	0
44222	0
44223	0
44227	0
44229	0
44230	0
44232	0
44236	0
44239	0
44241	0
44242	0
44244	0
44246	0
44255	0
44259	0
44260	0
44262	0
44264	0
44267	0
44268	0
44269	0
44272	0
44275	0
44278	0
44282	0
44285	0
44287	0
44292	0
44294	0
44298	0
44300	0
44303	0
44305	0
44310	0
44313	0
44315	0
44316	0
44317	0
44319	0
44322	0
44326	0
44329	0
44331	0
44332	0
44336	0
44338	0
44339	0
44346	0
44350	0
43838	0
43839	0
43845	0
43846	0
43850	0
43854	0
43856	0
43862	0
43863	0
43865	0
43869	0
43882	0
43884	0
43889	0
43890	0
43892	0
43894	0
43899	0
43904	0
43905	0
43907	0
43909	0
43911	0
43917	0
43918	0
43919	0
43923	0
43926	0
43932	0
43933	0
43935	0
43937	0
43938	0
43941	0
43942	0
43947	0
43949	0
43951	0
43952	0
43965	0
43969	0
43971	0
43977	0
43979	0
43983	0
43984	0
43985	0
43986	0
43987	0
43990	0
43992	0
43993	0
43994	0
43997	0
44001	0
44002	0
44004	0
44005	0
44006	0
44010	0
44012	0
44014	0
44015	0
44018	0
44020	0
44021	0
44023	0
44028	0
44036	0
44037	0
44044	0
44045	0
44051	0
44052	0
44053	0
44055	0
44059	0
44063	0
44064	0
44066	0
44068	0
44070	0
44074	0
44075	0
44078	0
44083	0
44085	0
44086	0
44094	0
43578	0
43582	0
43586	0
43587	0
43588	0
43589	0
43597	0
43601	0
43602	0
43603	0
43610	0
43614	0
43621	0
43624	0
43626	0
43628	0
43631	0
43632	0
43633	0
43634	0
43635	0
43639	0
43643	0
43644	0
43645	0
43653	0
43655	0
43657	0
43659	0
43662	0
43665	0
43672	0
43678	0
43682	0
43683	0
43684	0
43688	0
43689	0
43691	0
43694	0
43698	0
43700	0
43701	0
43705	0
43707	0
43711	0
43712	0
43722	0
43723	0
43725	0
43726	0
43728	0
43730	0
43738	0
43739	0
43740	0
43743	0
43744	0
43745	0
43747	0
43749	0
43754	0
43757	0
43759	0
43767	0
43768	0
43771	0
43772	0
43774	0
43778	0
43781	0
43784	0
43785	0
43786	0
43792	0
43798	0
43802	0
43808	0
43809	0
43812	0
43815	0
43816	0
43818	0
43822	0
43823	0
43827	0
43830	0
43832	0
43833	0
43836	0
43837	0
43316	0
43320	0
43324	0
43325	0
43326	0
43330	0
43335	0
43336	0
43341	0
43346	0
43349	0
43350	0
43364	0
43375	0
43376	0
43377	0
43380	0
43382	0
43383	0
43384	0
43390	0
43399	0
43400	0
43404	0
43405	0
43406	0
43407	0
43409	0
43410	0
43411	0
43412	0
43413	0
43415	0
43417	0
43419	0
43420	0
43423	0
43426	0
43430	0
43433	0
43437	0
43438	0
43442	0
43444	0
43446	0
43447	0
43451	0
43454	0
43457	0
43460	0
43461	0
43462	0
43465	0
43466	0
43467	0
43469	0
43473	0
43478	0
43479	0
43480	0
43484	0
43487	0
43488	0
43491	0
43496	0
43498	0
43500	0
43504	0
43508	0
43516	0
43517	0
43518	0
43520	0
43521	0
43522	0
43523	0
43525	0
43537	0
43538	0
43543	0
43550	0
43551	0
43557	0
43571	0
43573	0
43574	0
43575	0
43055	0
43056	0
43058	0
43060	0
43061	0
43062	0
43063	0
43073	0
43075	0
43076	0
43083	0
43084	0
43090	0
43094	0
43095	0
43096	0
43101	0
43102	0
43104	0
43107	0
43109	0
43110	0
43111	0
43114	0
43116	0
43124	0
43130	0
43133	0
43135	0
43144	0
43146	0
43150	0
43152	0
43153	0
43155	0
43157	0
43159	0
43160	0
43172	0
43179	0
43180	0
43184	0
43189	0
43192	0
43194	0
43196	0
43197	0
43199	0
43201	0
43202	0
43204	0
43205	0
43207	0
43208	0
43212	0
43215	0
43216	0
43220	0
43225	0
43226	0
43227	0
43232	0
43233	0
43234	0
43235	0
43238	0
43242	0
43244	0
43245	0
43247	0
43250	0
43255	0
43258	0
43263	0
43265	0
43272	0
43276	0
43285	0
43286	0
43294	0
43296	0
43298	0
43301	0
43304	0
43305	0
43306	0
43315	0
42795	0
42800	0
42803	0
42805	0
42809	0
42814	0
42821	0
42825	0
42833	0
42835	0
42837	0
42840	0
42844	0
42845	0
42846	0
42850	0
42855	0
42860	0
42862	0
42868	0
42872	0
42875	0
42877	0
42879	0
42881	0
42884	0
42886	0
42889	0
42890	0
42891	0
42895	0
42897	0
42898	0
42900	0
42901	0
42902	0
42903	0
42905	0
42909	0
42911	0
42918	0
42921	0
42922	0
42923	0
42925	0
42926	0
42931	0
42934	0
42939	0
42941	0
42944	0
42945	0
42949	0
42951	0
42952	0
42955	0
42959	0
42961	0
42966	0
42968	0
42969	0
42974	0
42975	0
42976	0
42979	0
42981	0
42983	0
42985	0
42995	0
42996	0
42999	0
43000	0
43001	0
43002	0
43004	0
43006	0
43007	0
43010	0
43018	0
43022	0
43029	0
43032	0
43034	0
43040	0
43042	0
43044	0
43047	0
43048	0
43053	0
42534	0
42538	0
42543	0
42546	0
42547	0
42551	0
42554	0
42555	0
42559	0
42561	0
42563	0
42564	0
42566	0
42574	0
42575	0
42582	0
42584	0
42588	0
42589	0
42593	0
42607	0
42609	0
42611	0
42612	0
42614	0
42615	0
42616	0
42618	0
42619	0
42620	0
42623	0
42625	0
42627	0
42629	0
42631	0
42633	0
42636	0
42639	0
42644	0
42648	0
42651	0
42655	0
42656	0
42657	0
42659	0
42661	0
42662	0
42667	0
42668	0
42669	0
42672	0
42673	0
42676	0
42680	0
42681	0
42684	0
42686	0
42687	0
42688	0
42690	0
42696	0
42702	0
42703	0
42704	0
42705	0
42708	0
42710	0
42711	0
42714	0
42715	0
42717	0
42720	0
42725	0
42727	0
42735	0
42736	0
42737	0
42739	0
42744	0
42748	0
42750	0
42756	0
42759	0
42782	0
42785	0
42786	0
42787	0
42790	0
42793	0
42277	0
42278	0
42279	0
42280	0
42286	0
42290	0
42291	0
42292	0
42293	0
42295	0
42296	0
42299	0
42301	0
42305	0
42306	0
42307	0
42313	0
42318	0
42319	0
42320	0
42325	0
42326	0
42330	0
42332	0
42334	0
42335	0
42336	0
42341	0
42343	0
42345	0
42346	0
42350	0
42351	0
42355	0
42356	0
42357	0
42362	0
42365	0
42366	0
42367	0
42370	0
42374	0
42388	0
42390	0
42392	0
42398	0
42402	0
42404	0
42409	0
42410	0
42413	0
42414	0
42416	0
42418	0
42420	0
42423	0
42424	0
42429	0
42434	0
42435	0
42439	0
42442	0
42444	0
42447	0
42448	0
42449	0
42453	0
42457	0
42458	0
42467	0
42468	0
42469	0
42470	0
42472	0
42473	0
42477	0
42483	0
42486	0
42487	0
42490	0
42491	0
42492	0
42493	0
42494	0
42500	0
42507	0
42512	0
42513	0
42514	0
42515	0
42518	0
42524	0
42527	0
42531	0
42532	0
42012	0
42017	0
42018	0
42021	0
42022	0
42026	0
42033	0
42034	0
42035	0
42039	0
42040	0
42041	0
42042	0
42043	0
42049	0
42056	0
42060	0
42063	0
42065	0
42067	0
42069	0
42070	0
42072	0
42073	0
42079	0
42087	0
42090	0
42091	0
42092	0
42093	0
42098	0
42100	0
42102	0
42105	0
42106	0
42107	0
42110	0
42111	0
42112	0
42115	0
42116	0
42119	0
42124	0
42127	0
42128	0
42129	0
42135	0
42137	0
42138	0
42141	0
42147	0
42148	0
42150	0
42156	0
42160	0
42162	0
42164	0
42167	0
42169	0
42170	0
42172	0
42176	0
42178	0
42180	0
42182	0
42183	0
42185	0
42189	0
42190	0
42191	0
42193	0
42195	0
42196	0
42197	0
42198	0
42204	0
42211	0
42216	0
42218	0
42221	0
42226	0
42228	0
42233	0
42234	0
42235	0
42236	0
42237	0
42243	0
42246	0
42249	0
42250	0
42253	0
42255	0
42256	0
42257	0
42267	0
42269	0
41754	0
41756	0
41758	0
41760	0
41763	0
41766	0
41769	0
41770	0
41772	0
41773	0
41775	0
41778	0
41781	0
41783	0
41785	0
41790	0
41791	0
41793	0
41796	0
41797	0
41806	0
41807	0
41808	0
41812	0
41818	0
41820	0
41822	0
41824	0
41827	0
41828	0
41829	0
41830	0
41835	0
41837	0
41838	0
41840	0
41841	0
41842	0
41848	0
41851	0
41854	0
41856	0
41862	0
41864	0
41868	0
41872	0
41876	0
41877	0
41878	0
41885	0
41886	0
41887	0
41893	0
41895	0
41896	0
41899	0
41900	0
41905	0
41910	0
41911	0
41912	0
41916	0
41917	0
41918	0
41922	0
41923	0
41924	0
41928	0
41929	0
41931	0
41941	0
41946	0
41948	0
41950	0
41954	0
41957	0
41958	0
41960	0
41962	0
41963	0
41964	0
41968	0
41969	0
41970	0
41973	0
41975	0
41977	0
41980	0
41991	0
41992	0
41995	0
41998	0
42002	0
42003	0
42004	0
42006	0
42007	0
42009	0
42010	0
41491	0
41492	0
41493	0
41495	0
41496	0
41497	0
41498	0
41499	0
41502	0
41516	0
41519	0
41526	0
41533	0
41535	0
41536	0
41538	0
41539	0
41542	0
41544	0
41545	0
41549	0
41550	0
41552	0
41554	0
41555	0
41560	0
41562	0
41567	0
41568	0
41569	0
41572	0
41574	0
41575	0
41576	0
41578	0
41580	0
41592	0
41593	0
41596	0
41599	0
41601	0
41602	0
41604	0
41605	0
41606	0
41608	0
41609	0
41619	0
41620	0
41624	0
41625	0
41626	0
41627	0
41629	0
41636	0
41637	0
41638	0
41645	0
41646	0
41647	0
41649	0
41650	0
41651	0
41654	0
41655	0
41656	0
41657	0
41661	0
41664	0
41667	0
41668	0
41674	0
41679	0
41681	0
41685	0
41687	0
41690	0
41691	0
41692	0
41694	0
41696	0
41698	0
41700	0
41703	0
41705	0
41706	0
41707	0
41709	0
41710	0
41712	0
41713	0
41716	0
41724	0
41725	0
41729	0
41738	0
41740	0
41748	0
41235	0
41237	0
41243	0
41245	0
41247	0
41248	0
41249	0
41251	0
41253	0
41254	0
41256	0
41260	0
41261	0
41267	0
41270	0
41273	0
41278	0
41279	0
41280	0
41281	0
41283	1
41288	0
41293	0
41296	0
41299	0
41300	0
41303	0
41304	0
41305	0
41307	0
41309	0
41313	0
41314	0
41315	0
41316	0
41319	0
41320	0
41321	0
41328	0
41329	0
41330	0
41332	0
41336	0
41337	0
41341	0
41344	0
41345	0
41347	0
41348	0
41349	0
41360	0
41361	0
41362	0
41367	0
41368	0
41371	0
41374	0
41378	0
41389	0
41390	0
41396	0
41404	0
41407	0
41409	0
41412	0
41415	0
41418	0
41422	0
41423	0
41428	0
41429	0
41434	0
41435	0
41436	0
41443	0
41453	0
41454	0
41456	0
41458	0
41461	0
41463	0
41465	0
41467	0
41469	0
41470	0
41471	0
41479	0
41483	0
41484	0
41485	0
41488	0
41489	0
40970	0
40971	0
40976	0
40979	0
40983	0
40988	0
40989	0
40990	0
40992	0
40996	0
40998	0
40999	0
41002	0
41007	0
41011	0
41020	0
41023	0
41024	0
41025	0
41030	0
41031	0
41034	0
41035	0
41039	0
41043	0
41044	0
41046	0
41047	0
41057	0
41059	0
41060	0
41062	0
41063	0
41065	0
41070	0
41072	0
41077	0
41079	0
41081	0
41085	0
41086	0
41089	0
41090	0
41096	0
41099	0
41100	0
41102	0
41104	0
41106	0
41108	0
41112	0
41115	0
41116	0
41117	0
41120	0
41132	0
41136	0
41139	0
41140	0
41147	0
41154	0
41158	0
41164	0
41170	0
41174	0
41178	0
41181	0
41182	0
41185	0
41186	0
41197	0
41202	0
41205	0
41207	0
41209	0
41210	0
41215	0
41217	0
41219	0
41221	0
41229	0
40708	0
40709	0
40710	0
40712	0
40719	0
40725	0
40727	0
40731	0
40735	0
40736	0
40738	0
40743	0
40744	0
40745	0
40751	0
40756	0
40761	0
40762	0
40765	0
40766	0
40768	0
40769	0
40770	0
40772	0
40777	0
40780	0
40781	0
40788	0
40789	0
40791	0
40794	0
40795	0
40796	0
40799	0
40800	0
40801	0
40806	0
40812	0
40816	0
40824	0
40829	0
40830	0
40832	0
40843	0
40845	0
40847	0
40848	0
40849	0
40854	0
40857	0
40858	0
40860	0
40861	0
40862	0
40866	0
40871	0
40872	0
40873	0
40881	0
40889	0
40890	0
40892	0
40901	0
40902	0
40904	0
40906	0
40907	0
40913	0
40915	0
40917	0
40924	0
40925	0
40926	0
40933	0
40935	0
40936	0
40940	0
40941	0
40942	0
40943	0
40945	0
40948	0
40952	0
40954	0
40958	0
40959	0
40961	0
40969	0
40449	0
40454	0
40458	0
40460	0
40462	0
40464	0
40465	0
40467	0
40468	0
40471	0
40472	0
40477	0
40481	0
40482	0
40486	0
40487	0
40494	0
40495	0
40497	0
40498	0
40506	0
40510	0
40514	0
40517	0
40521	0
40526	0
40529	0
40533	0
40537	0
40538	0
40541	0
40542	0
40545	0
40546	0
40548	0
40551	0
40553	0
40555	0
40557	0
40562	0
40563	0
40564	0
40571	0
40575	0
40579	0
40580	0
40584	0
40586	0
40587	0
40589	0
40591	0
40592	0
40595	0
40596	0
40598	0
40599	0
40600	0
40611	0
40618	0
40620	0
40621	0
40627	0
40631	0
40634	0
40636	0
40638	0
40644	0
40645	0
40646	0
40649	0
40652	0
40654	0
40655	0
40656	0
40665	0
40666	0
40669	0
40671	0
40673	0
40674	0
40677	0
40682	0
40685	0
40688	0
40691	0
40692	0
40696	0
40697	0
40698	0
40701	0
40705	0
40188	0
40189	0
40190	0
40191	0
40196	0
40198	0
40204	0
40205	0
40209	0
40210	0
40211	0
40212	0
40214	0
40217	0
40218	0
40219	0
40223	0
40226	0
40227	0
40228	0
40230	0
40231	0
40236	0
40240	0
40242	0
40243	0
40247	0
40249	0
40250	0
40251	0
40252	0
40253	0
40260	0
40262	0
40264	0
40267	0
40268	0
40270	0
40272	0
40274	0
40276	0
40279	0
40280	0
40282	0
40283	0
40287	0
40288	0
40290	0
40296	0
40298	0
40301	0
40303	0
40304	0
40305	0
40307	0
40315	0
40317	0
40319	0
40320	0
40322	0
40323	0
40328	0
40330	0
40332	0
40337	0
40338	0
40342	0
40348	0
40354	0
40355	0
40359	0
40364	0
40366	0
40369	0
40371	0
40378	0
40379	0
40384	0
40385	0
40391	0
40402	0
40403	0
40404	0
40412	0
40414	0
40418	0
40423	0
40425	0
40426	0
40427	0
40429	0
40432	0
40434	0
40436	0
40437	0
40440	0
40441	0
40442	0
39939	0
39940	0
39946	0
39947	0
39948	0
39951	0
39957	0
39960	0
39962	0
39963	0
39967	0
39973	0
39974	0
39975	0
39976	0
39978	0
39979	0
39980	0
39982	0
39985	0
39986	0
39987	0
39989	0
39998	0
40001	0
40007	0
40008	0
40012	0
40014	0
40020	0
40021	0
40031	0
40033	0
40036	0
40038	0
40039	0
40041	0
40045	0
40047	0
40052	0
40055	0
40057	0
40060	0
40066	0
40072	0
40073	0
40080	0
40082	0
40084	0
40087	0
40089	0
40090	0
40094	0
40095	0
40096	0
40098	0
40101	0
40103	0
40104	0
40106	0
40108	0
40109	0
40113	0
40115	0
40122	0
40123	0
40125	0
40126	0
40127	0
40134	0
40136	0
40138	0
40139	0
40141	0
40144	0
40146	0
40151	0
40156	0
40159	0
40161	0
40162	0
40163	0
40166	0
40167	0
40169	0
40171	0
40174	0
40183	0
40184	0
39668	0
39670	0
39671	0
39673	0
39674	0
39675	0
39676	0
39680	0
39685	0
39694	0
39695	0
39698	0
39700	0
39703	0
39711	0
39712	0
39713	0
39715	0
39717	0
39723	0
39726	0
39729	0
39730	0
39731	0
39733	0
39734	0
39742	0
39743	0
39744	0
39751	0
39753	0
39756	0
39758	0
39764	0
39766	0
39768	0
39770	0
39771	0
39775	0
39776	0
39781	0
39782	0
39783	0
39784	0
39786	0
39787	0
39788	0
39790	0
39792	0
39796	0
39800	0
39803	0
39804	0
39806	0
39814	0
39815	0
39816	0
39820	0
39821	0
39822	0
39823	0
39827	0
39828	0
39830	0
39832	0
39834	0
39837	0
39838	0
39839	0
39840	0
39841	0
39842	0
39843	0
39844	0
39846	0
39850	0
39853	0
39855	0
39873	0
39874	0
39876	0
39880	0
39884	0
39885	0
39886	0
39887	0
39889	0
39891	0
39899	0
39902	0
39910	0
39911	0
39913	0
39914	0
39916	0
39917	0
39921	0
39924	0
39925	0
39403	0
39405	0
39407	0
39408	0
39412	0
39419	0
39424	0
39425	0
39427	0
39428	0
39429	0
39430	0
39431	0
39432	0
39435	0
39439	0
39442	0
39443	0
39449	0
39451	0
39457	0
39461	0
39464	0
39467	0
39468	0
39469	0
39470	0
39473	0
39474	0
39476	0
39477	0
39480	0
39481	0
39484	0
39485	0
39487	0
39488	0
39494	0
39496	0
39500	0
39501	0
39504	0
39506	0
39508	0
39510	0
39512	0
39514	0
39515	0
39516	0
39517	0
39520	0
39521	0
39525	0
39526	0
39533	0
39535	0
39538	0
39540	0
39542	0
39543	0
39546	0
39547	0
39548	0
39549	0
39550	0
39551	0
39554	0
39557	0
39558	0
39564	0
39565	0
39571	0
39574	0
39576	0
39577	0
39579	0
39582	0
39586	0
39589	0
39593	0
39595	0
39596	0
39599	0
39608	0
39610	0
39614	0
39615	0
39617	0
39623	0
39627	0
39629	0
39630	0
39635	0
39639	0
39643	0
39644	0
39646	0
39647	0
39649	0
39650	0
39654	0
39655	0
39659	0
39660	0
39143	0
39149	0
39153	0
39160	0
39163	0
39164	0
39165	0
39170	0
39174	0
39175	0
39184	0
39186	0
39188	0
39190	0
39192	0
39199	0
39210	0
39211	0
39214	0
39220	0
39226	0
39229	0
39230	0
39233	0
39237	0
39239	0
39241	0
39247	0
39251	0
39252	0
39257	0
39273	0
39274	0
39278	0
39280	0
39285	0
39294	0
39301	0
39302	0
39314	0
39320	0
39325	0
39334	0
39338	0
39342	0
39354	0
39355	0
39356	0
39359	0
39360	0
39361	0
39362	0
39364	0
39371	0
39376	0
39378	0
39379	0
39380	0
39382	0
39383	0
39389	0
39392	0
39393	0
39395	0
39396	0
39397	0
39400	0
38882	0
38886	0
38887	0
38889	0
38890	0
38891	0
38892	0
38894	0
38904	0
38906	0
38910	0
38912	0
38919	0
38920	0
38924	0
38925	0
38926	0
38930	0
38932	0
38933	0
38935	0
38937	0
38940	0
38943	0
38947	0
38948	0
38949	0
38950	0
38951	0
38954	0
38956	0
38958	0
38962	0
38963	0
38965	0
38967	0
38971	0
38976	0
38980	0
38981	0
38983	0
38988	0
38989	0
38990	0
38995	0
39002	0
39003	0
39004	0
39005	0
39009	0
39016	0
39018	0
39021	0
39025	0
39027	0
39031	0
39032	0
39039	0
39040	0
39041	0
39057	0
39060	0
39061	0
39062	0
39063	0
39072	0
39075	0
39080	0
39081	0
39091	0
39093	0
39095	0
39096	0
39097	0
39101	0
39103	0
39108	0
39109	0
39111	0
39117	0
39119	0
39120	0
39127	0
39128	0
39129	0
39131	0
39132	0
39133	0
39138	0
39139	0
39140	0
38622	0
38624	0
38632	0
38636	0
38637	0
38638	0
38642	0
38646	0
38650	0
38654	0
38655	0
38656	0
38657	0
38661	0
38662	0
38663	0
38667	0
38668	0
38673	0
38675	0
38676	0
38679	0
38684	0
38687	0
38688	0
38689	0
38690	0
38692	0
38693	0
38694	0
38696	0
38697	0
38699	0
38701	0
38703	0
38706	0
38707	0
38717	0
38719	0
38721	0
38725	0
38726	0
38735	0
38736	0
38738	0
38741	0
38749	0
38751	0
38754	0
38757	0
38760	0
38761	0
38762	0
38764	0
38765	0
38767	0
38768	0
38771	0
38774	0
38775	0
38779	0
38782	0
38787	0
38799	0
38800	0
38801	0
38804	0
38805	0
38807	0
38808	0
38813	0
38815	0
38818	0
38821	0
38823	0
38824	0
38828	0
38833	0
38834	0
38838	0
38841	0
38842	0
38845	0
38846	0
38848	0
38851	0
38852	0
38866	0
38867	0
38868	0
38870	0
38871	0
38878	0
38879	0
38880	0
38364	0
38365	0
38372	0
38376	0
38380	0
38382	0
38383	0
38384	0
38385	0
38386	0
38387	0
38390	0
38391	0
38392	0
38394	0
38396	0
38397	0
38403	0
38404	0
38407	0
38408	0
38409	0
38410	0
38417	0
38422	0
38427	0
38433	0
38434	0
38435	0
38437	0
38438	0
38455	0
38457	0
38459	0
38472	0
38476	0
38479	0
38480	0
38482	0
38483	0
38492	0
38493	0
38496	0
38499	0
38506	0
38510	0
38511	0
38512	0
38520	0
38521	0
38526	0
38530	0
38531	0
38534	0
38540	0
38542	0
38546	0
38548	0
38551	0
38552	0
38553	0
38557	0
38559	0
38560	0
38561	0
38563	0
38570	0
38571	0
38572	0
38574	0
38577	0
38578	0
38580	0
38585	0
38586	0
38588	0
38589	0
38591	0
38592	0
38593	0
38613	0
38614	0
38615	0
38619	0
38621	0
38102	0
38106	0
38108	0
38110	0
38113	0
38116	0
38117	0
38121	0
38123	0
38125	0
38129	0
38130	0
38132	0
38133	0
38137	0
38143	0
38147	0
38149	0
38155	0
38156	0
38163	0
38164	0
38165	0
38166	0
38167	0
38168	0
38169	0
38170	0
38171	0
38173	0
38175	0
38176	0
38179	0
38180	0
38181	0
38182	0
38183	0
38186	0
38188	0
38191	0
